ПРИБОР: СИБ-ЕР-20 ВЕР.ПО: 2.2B
ИМЯ: Sib113 ЗАВ.№: 
ДАТА И ВРЕМЯ СОЗДАНИЯ ФАЙЛА: 11/07/23,15:55:28
ЗОНД №:  ТИП: Цилиндрический ВРЕМЯ ЖИЗНИ: 254 мкм

ДАТА, ВРЕМЯ, ТЕМПЕРАТУРА *С, Uбат(В), Кацп, Эацп, К/Э, (К/Э)/1000000, Примечание
20/07/23, 04:45:37, 39.88, 13.56, 1258525, 1220682, 1031001, 1.031, 
20/07/23, 04:55:14, 40.69, 13.60, 1244881, 1222168, 1018584, 1.019, 
20/07/23, 05:04:52, 41.50, 13.62, 1270004, 1225623, 1036210, 1.036, 
20/07/23, 05:14:29, 42.19, 13.62, 1254103, 1228263, 1021037, 1.021, 
20/07/23, 05:24:07, 42.88, 13.62, 1249230, 1221825, 1022429, 1.022, 
20/07/23, 05:33:44, 43.13, 13.66, 1248373, 1223614, 1020234, 1.020, 
20/07/23, 05:43:22, 43.38, 13.68, 1272935, 1225626, 1038599, 1.039, 
20/07/23, 05:52:59, 43.94, 13.65, 1270843, 1230400, 1032869, 1.033, 
20/07/23, 06:02:37, 44.38, 13.68, 1257116, 1222601, 1028230, 1.028, 
20/07/23, 06:12:15, 44.88, 13.71, 1269088, 1224498, 1036414, 1.036, 
20/07/23, 06:21:53, 45.25, 13.65, 1261974, 1229456, 1026449, 1.026, 
20/07/23, 06:31:31, 45.38, 13.71, 1262824, 1229163, 1027385, 1.027, 
20/07/23, 06:41:09, 45.50, 13.71, 1252205, 1222028, 1024694, 1.025, 
20/07/23, 06:50:46, 45.63, 13.77, 1263302, 1222821, 1033104, 1.033, 
20/07/23, 07:00:23, 45.94, 13.71, 1259720, 1226843, 1026798, 1.027, 
20/07/23, 07:10:00, 46.06, 13.78, 1245516, 1225974, 1015939, 1.016, 
20/07/23, 07:19:38, 46.25, 13.81, 1248071, 1224456, 1019286, 1.019, 
20/07/23, 07:29:16, 46.44, 13.79, 1247802, 1228385, 1015806, 1.016, 
20/07/23, 07:38:53, 46.63, 13.78, 1260901, 1226762, 1027828, 1.028, 
20/07/23, 07:48:30, 46.81, 13.78, 1266329, 1235257, 1025154, 1.025, 
20/07/23, 07:58:07, 46.75, 13.82, 1261318, 1222721, 1031566, 1.032, 
20/07/23, 08:07:45, 46.81, 13.82, 1265195, 1234204, 1025110, 1.025, 
20/07/23, 08:17:22, 46.69, 13.81, 1264266, 1252184, 1009648, 1.010, 
20/07/23, 08:26:59, 46.44, 13.82, 1254206, 1227351, 1021880, 1.022, 
20/07/23, 08:36:36, 46.50, 13.79, 1242461, 1219105, 1019158, 1.019, 
20/07/23, 08:46:14, 46.19, 13.79, 1259439, 1220683, 1031749, 1.032, 
20/07/23, 08:55:52, 46.25, 13.82, 1263916, 1234079, 1024177, 1.024, 
20/07/23, 09:05:29, 45.94, 13.81, 1259006, 1222193, 1030120, 1.030, 
20/07/23, 09:15:06, 44.56, 13.78, 1262000, 1228118, 1027588, 1.028, 
20/07/23, 09:24:44, 43.00, 13.79, 1256029, 1224734, 1025552, 1.026, 
20/07/23, 09:34:20, 41.56, 13.75, 1254801, 1228839, 1021127, 1.021, 
20/07/23, 09:43:57, 40.12, 13.79, 1255050, 1225350, 1024237, 1.024, 
20/07/23, 09:53:34, 39.25, 13.71, 1258598, 1219038, 1032451, 1.032, 
20/07/23, 10:03:11, 38.50, 13.73, 1256240, 1226003, 1024663, 1.025, 
20/07/23, 10:12:48, 38.38, 13.70, 1256961, 1225406, 1025750, 1.026, 
20/07/23, 10:22:25, 38.81, 13.68, 1250035, 1230551, 1015833, 1.016, 
20/07/23, 10:32:03, 39.56, 13.71, 1263457, 1227030, 1029687, 1.030, 
20/07/23, 10:41:40, 40.19, 13.66, 1251544, 1221758, 1024379, 1.024, 
20/07/23, 10:51:19, 40.81, 13.67, 1247956, 1226363, 1017607, 1.018, 
20/07/23, 11:00:56, 41.31, 13.65, 1280094, 1208085, 1059605, 1.060, 
20/07/23, 11:10:34, 41.69, 13.65, 1253467, 1228327, 1020466, 1.020, 
20/07/23, 11:20:11, 41.69, 13.64, 1268432, 1222413, 1037646, 1.038, 
20/07/23, 11:29:48, 41.37, 13.66, 1259662, 1208811, 1042066, 1.042, 
20/07/23, 11:39:25, 41.19, 13.62, 1245161, 1224763, 1016654, 1.017, 
20/07/23, 11:49:03, 41.06, 13.64, 1262421, 1230874, 1025629, 1.026, 
20/07/23, 11:58:40, 41.19, 13.62, 1256120, 1228540, 1022449, 1.022, 
20/07/23, 12:08:18, 41.44, 13.64, 1239972, 1218758, 1017406, 1.017, 
20/07/23, 12:17:55, 41.94, 13.62, 1287534, 1230708, 1046173, 1.046, 
20/07/23, 12:27:34, 42.31, 13.65, 1254960, 1227206, 1022615, 1.023, 
20/07/23, 12:37:11, 42.06, 13.62, 1255215, 1226545, 1023374, 1.023, 
20/07/23, 12:46:49, 41.69, 13.62, 1260819, 1225908, 1028477, 1.028, 
20/07/23, 12:56:26, 41.31, 13.62, 1257248, 1226320, 1025220, 1.025, 
20/07/23, 13:06:03, 41.00, 13.62, 1258787, 1228971, 1024260, 1.024, 
20/07/23, 13:15:40, 41.00, 13.62, 1247438, 1222294, 1020571, 1.021, 
20/07/23, 13:25:17, 41.06, 13.62, 1255949, 1223003, 1026938, 1.027, 
20/07/23, 13:34:55, 40.81, 13.62, 1254456, 1226766, 1022571, 1.023, 
20/07/23, 13:44:31, 40.38, 13.61, 1258630, 1225678, 1026884, 1.027, 
20/07/23, 13:54:09, 39.81, 13.61, 1255266, 1227085, 1022965, 1.023, 
20/07/23, 14:03:46, 39.31, 13.62, 1253742, 1227453, 1021417, 1.021, 
20/07/23, 14:13:24, 38.88, 13.51, 1252917, 1225885, 1022051, 1.022, 
20/07/23, 14:23:02, 38.44, 13.59, 1253272, 1226787, 1021588, 1.022, 
20/07/23, 14:32:39, 38.06, 13.59, 1260050, 1226548, 1027314, 1.027, 
20/07/23, 14:42:16, 37.94, 13.54, 1234350, 1215532, 1015481, 1.015, 
20/07/23, 14:51:53, 37.81, 13.57, 1261939, 1226559, 1028844, 1.029, 
20/07/23, 15:01:30, 37.69, 13.55, 1248857, 1222199, 1021811, 1.022, 
20/07/23, 15:11:07, 37.50, 13.51, 1254413, 1225810, 1023333, 1.023, 
20/07/23, 15:20:44, 37.13, 13.54, 1254002, 1225207, 1023502, 1.024, 
20/07/23, 15:30:21, 36.75, 13.44, 1254196, 1225474, 1023437, 1.023, 
20/07/23, 15:39:58, 36.25, 13.50, 1250028, 1224936, 1020484, 1.020, 
20/07/23, 15:49:35, 35.81, 13.49, 1256577, 1227660, 1023554, 1.024, 
20/07/23, 15:59:13, 35.38, 13.46, 1254711, 1225601, 1023751, 1.024, 
20/07/23, 16:08:51, 34.81, 13.44, 1254184, 1226060, 1022938, 1.023, 
20/07/23, 16:18:28, 34.31, 13.44, 1253228, 1225876, 1022312, 1.022, 
20/07/23, 16:28:05, 33.81, 13.42, 1253494, 1225088, 1023186, 1.023, 
20/07/23, 16:37:42, 33.25, 13.43, 1252707, 1225796, 1021953, 1.022, 
20/07/23, 16:47:20, 32.75, 13.42, 1253618, 1224996, 1023364, 1.023, 
20/07/23, 16:56:57, 32.25, 13.39, 1252745, 1225009, 1022641, 1.023, 
20/07/23, 17:06:34, 31.75, 13.39, 1253381, 1225881, 1022432, 1.022, 
20/07/23, 17:16:12, 31.25, 13.39, 1252946, 1225442, 1022444, 1.022, 
20/07/23, 17:25:49, 30.75, 13.31, 1251699, 1225674, 1021233, 1.021, 
20/07/23, 17:35:26, 30.25, 13.32, 1252907, 1225551, 1022321, 1.022, 
20/07/23, 17:45:03, 29.81, 13.22, 1251622, 1225477, 1021334, 1.021, 
20/07/23, 17:54:41, 29.37, 13.31, 1251738, 1224798, 1021995, 1.022, 
20/07/23, 18:04:18, 28.94, 13.21, 1253427, 1224278, 1023809, 1.024, 
20/07/23, 18:13:56, 28.56, 13.25, 1253356, 1225406, 1022808, 1.023, 
20/07/23, 18:23:34, 28.19, 13.26, 1252510, 1224448, 1022918, 1.023, 
20/07/23, 18:33:11, 27.81, 13.25, 1253005, 1225187, 1022705, 1.023, 
20/07/23, 18:42:48, 27.44, 13.23, 1253076, 1225508, 1022495, 1.022, 
20/07/23, 18:52:25, 27.13, 13.23, 1254033, 1225230, 1023508, 1.024, 
20/07/23, 19:02:02, 26.81, 13.21, 1252441, 1224833, 1022540, 1.023, 
20/07/23, 19:11:39, 26.50, 13.16, 1252211, 1224635, 1022517, 1.023, 
20/07/23, 19:21:17, 26.19, 13.22, 1254147, 1224539, 1024178, 1.024, 
20/07/23, 19:30:54, 25.94, 13.20, 1252403, 1224427, 1022848, 1.023, 
20/07/23, 19:40:31, 25.69, 13.15, 1254090, 1225185, 1023592, 1.024, 
20/07/23, 19:50:09, 25.50, 13.15, 1252170, 1223416, 1023503, 1.024, 
20/07/23, 19:59:46, 25.31, 13.10, 1252601, 1225448, 1022157, 1.022, 
20/07/23, 20:09:23, 25.06, 13.10, 1252534, 1224557, 1022846, 1.023, 
20/07/23, 20:19:00, 24.87, 13.06, 1252499, 1224323, 1023013, 1.023, 
20/07/23, 20:28:38, 24.69, 13.15, 1253327, 1225052, 1023080, 1.023, 
20/07/23, 20:38:15, 24.50, 13.06, 1251721, 1225079, 1021747, 1.022, 
20/07/23, 20:47:52, 24.31, 13.06, 1252384, 1224104, 1023102, 1.023, 
20/07/23, 20:57:29, 24.12, 12.93, 1252518, 1225164, 1022326, 1.022, 
20/07/23, 21:07:07, 23.94, 13.04, 1252000, 1224163, 1022739, 1.023, 
20/07/23, 21:16:44, 23.75, 13.04, 1252238, 1224790, 1022410, 1.022, 
20/07/23, 21:26:21, 23.56, 13.03, 1251324, 1222857, 1023279, 1.023, 
20/07/23, 21:35:58, 23.44, 13.03, 1252250, 1224917, 1022314, 1.022, 
20/07/23, 21:45:36, 23.25, 13.01, 1251452, 1223833, 1022567, 1.023, 
20/07/23, 21:55:14, 23.12, 12.98, 1253020, 1224571, 1023231, 1.023, 
20/07/23, 22:04:51, 22.94, 13.00, 1253045, 1224254, 1023517, 1.024, 
20/07/23, 22:14:29, 22.87, 12.96, 1250985, 1224295, 1021800, 1.022, 
20/07/23, 22:24:06, 22.75, 13.00, 1251647, 1223612, 1022911, 1.023, 
20/07/23, 22:33:43, 22.62, 12.98, 1252268, 1223638, 1023397, 1.023, 
20/07/23, 22:43:21, 22.50, 12.95, 1253278, 1224445, 1023547, 1.024, 
20/07/23, 22:52:58, 22.37, 12.95, 1251442, 1223103, 1023169, 1.023, 
20/07/23, 23:02:36, 22.25, 12.88, 1252503, 1224004, 1023283, 1.023, 
20/07/23, 23:12:13, 22.19, 12.92, 1251285, 1224678, 1021725, 1.022, 
20/07/23, 23:21:51, 22.13, 12.87, 1252584, 1223650, 1023645, 1.024, 
20/07/23, 23:31:28, 22.25, 12.89, 1252601, 1223137, 1024088, 1.024, 
20/07/23, 23:41:05, 22.37, 12.90, 1250139, 1224753, 1020727, 1.021, 
20/07/23, 23:50:42, 22.37, 12.87, 1253545, 1225103, 1023216, 1.023, 
21/07/23, 00:00:20, 22.44, 12.84, 1248761, 1226860, 1017851, 1.018, 
21/07/23, 00:09:58, 22.50, 12.84, 1255981, 1225865, 1024567, 1.025, 
21/07/23, 00:19:35, 22.62, 12.85, 1245918, 1230806, 1012278, 1.012, 
21/07/23, 00:29:12, 22.87, 12.87, 1259476, 1219928, 1032418, 1.032, 
21/07/23, 00:38:50, 23.12, 12.84, 1240925, 1226869, 1011456, 1.011, 
21/07/23, 00:48:27, 23.56, 12.87, 1261274, 1222124, 1032034, 1.032, 
21/07/23, 00:58:04, 24.19, 12.84, 1242491, 1213465, 1023919, 1.024, 
21/07/23, 01:07:42, 24.63, 12.84, 1237090, 1223837, 1010829, 1.011, 
21/07/23, 01:17:19, 24.94, 12.83, 1241418, 1229614, 1009599, 1.010, 
21/07/23, 01:26:56, 25.69, 12.84, 1261398, 1228423, 1026843, 1.027, 
21/07/23, 01:36:35, 26.56, 12.83, 1246739, 1230229, 1013420, 1.013, 
21/07/23, 01:46:12, 27.06, 12.84, 1250084, 1220689, 1024080, 1.024, 
21/07/23, 01:55:50, 27.62, 12.84, 1255962, 1230386, 1020786, 1.021, 
21/07/23, 02:05:27, 28.50, 12.84, 1254980, 1218588, 1029864, 1.030, 
21/07/23, 02:15:05, 29.31, 12.92, 1243968, 1221840, 1018110, 1.018, 
21/07/23, 02:24:42, 29.75, 12.81, 1248941, 1221170, 1022741, 1.023, 
21/07/23, 02:34:20, 30.31, 12.81, 1275075, 1232517, 1034529, 1.035, 
21/07/23, 02:43:58, 31.50, 12.85, 1266426, 1225902, 1033056, 1.033, 
21/07/23, 02:53:36, 32.88, 12.88, 1262663, 1208793, 1044565, 1.045, 
21/07/23, 03:03:13, 34.25, 12.76, 1234582, 1225906, 1007077, 1.007, 
21/07/23, 03:12:51, 35.56, 12.84, 1240185, 1224453, 1012848, 1.013, 
21/07/23, 03:22:29, 36.81, 12.89, 1253038, 1225945, 1022099, 1.022, 
21/07/23, 03:32:06, 38.00, 12.99, 1243190, 1223353, 1016215, 1.016, 
21/07/23, 03:41:44, 39.25, 12.90, 1237433, 1220886, 1013553, 1.014, 
21/07/23, 03:51:22, 40.56, 12.93, 1260555, 1230420, 1024491, 1.024, 
21/07/23, 04:01:00, 41.75, 12.93, 1277047, 1222416, 1044691, 1.045, 
21/07/23, 04:10:38, 42.75, 12.95, 1262245, 1221105, 1033690, 1.034, 
21/07/23, 04:20:16, 43.81, 12.96, 1285377, 1238280, 1038034, 1.038, 
21/07/23, 04:29:54, 44.69, 12.98, 1258670, 1225684, 1026912, 1.027, 
21/07/23, 04:39:31, 45.56, 12.99, 1271820, 1235124, 1029710, 1.030, 
21/07/23, 04:49:09, 46.37, 13.00, 1247679, 1231273, 1013324, 1.013, 
21/07/23, 04:58:47, 47.19, 13.00, 1261703, 1226882, 1028381, 1.028, 
21/07/23, 05:08:24, 47.81, 13.00, 1247655, 1229127, 1015074, 1.015, 
21/07/23, 05:18:02, 48.44, 13.01, 1240426, 1233562, 1005564, 1.006, 
21/07/23, 05:27:40, 49.06, 13.01, 1248081, 1227663, 1016631, 1.017, 
21/07/23, 05:37:17, 49.56, 13.03, 1258064, 1224728, 1027219, 1.027, 
21/07/23, 05:46:55, 49.88, 13.05, 1251928, 1223965, 1022846, 1.023, 
21/07/23, 05:56:33, 50.00, 13.01, 1253777, 1226281, 1022422, 1.022, 
21/07/23, 06:06:10, 50.00, 13.05, 1250709, 1225641, 1020452, 1.020, 
21/07/23, 06:15:47, 50.00, 13.01, 1255607, 1225571, 1024507, 1.025, 
21/07/23, 06:25:25, 49.81, 12.98, 1248524, 1226859, 1017658, 1.018, 
21/07/23, 06:35:02, 49.63, 13.04, 1246776, 1226287, 1016708, 1.017, 
21/07/23, 06:44:39, 49.56, 12.98, 1258818, 1228942, 1024310, 1.024, 
21/07/23, 06:54:16, 49.44, 12.98, 1248575, 1224859, 1019362, 1.019, 
21/07/23, 07:03:54, 49.38, 12.98, 1248813, 1228363, 1016648, 1.017, 
21/07/23, 07:13:31, 49.13, 12.98, 1265796, 1226160, 1032325, 1.032, 
21/07/23, 07:23:08, 49.06, 13.01, 1250066, 1224107, 1021206, 1.021, 
21/07/23, 07:32:45, 49.06, 12.98, 1260365, 1231331, 1023579, 1.024, 
21/07/23, 07:42:23, 48.94, 12.96, 1258823, 1230738, 1022819, 1.023, 
21/07/23, 07:52:00, 48.63, 12.93, 1250769, 1231345, 1015774, 1.016, 
21/07/23, 08:01:37, 48.63, 12.92, 1264317, 1232382, 1025913, 1.026, 
21/07/23, 08:11:15, 48.56, 12.84, 1248796, 1220788, 1022942, 1.023, 
21/07/23, 08:20:52, 48.44, 12.90, 1246750, 1221249, 1020881, 1.021, 
21/07/23, 08:30:30, 48.56, 12.90, 1259010, 1229269, 1024194, 1.024, 
21/07/23, 08:40:07, 48.69, 12.89, 1245039, 1223221, 1017836, 1.018, 
21/07/23, 08:49:44, 48.81, 12.87, 1252015, 1224700, 1022303, 1.022, 
21/07/23, 08:59:22, 49.13, 12.85, 1238283, 1224723, 1011071, 1.011, 
21/07/23, 09:08:59, 49.38, 12.84, 1256349, 1228607, 1022580, 1.023, 
21/07/23, 09:18:37, 49.06, 12.84, 1257229, 1230313, 1021877, 1.022, 
21/07/23, 09:28:15, 48.94, 12.83, 1264585, 1224450, 1032777, 1.033, 
21/07/23, 09:37:52, 48.56, 12.87, 1255079, 1227209, 1022710, 1.023, 
21/07/23, 09:47:29, 47.75, 12.82, 1251056, 1227395, 1019277, 1.019, 
21/07/23, 09:57:05, 46.75, 12.78, 1257979, 1227831, 1024553, 1.025, 
21/07/23, 10:06:42, 45.94, 12.81, 1248398, 1225679, 1018535, 1.019, 
21/07/23, 10:16:19, 45.31, 12.81, 1250131, 1226412, 1019340, 1.019, 
21/07/23, 10:25:56, 45.00, 12.67, 1247405, 1226477, 1017063, 1.017, 
21/07/23, 10:35:33, 44.94, 12.73, 1249512, 1223638, 1021145, 1.021, 
21/07/23, 10:45:11, 45.31, 12.73, 1247678, 1223564, 1019708, 1.020, 
21/07/23, 10:54:49, 45.50, 12.70, 1253307, 1227305, 1021186, 1.021, 
21/07/23, 11:04:26, 45.56, 12.72, 1258069, 1228837, 1023788, 1.024, 
21/07/23, 11:14:04, 45.38, 12.66, 1264255, 1229441, 1028316, 1.028, 
21/07/23, 11:23:40, 45.00, 12.67, 1279277, 1237115, 1034080, 1.034, 
21/07/23, 11:33:17, 44.63, 12.65, 1251661, 1237367, 1011551, 1.012, 
21/07/23, 11:42:55, 44.31, 12.65, 1263961, 1224204, 1032475, 1.032, 
21/07/23, 11:52:33, 44.13, 12.65, 1240269, 1222905, 1014198, 1.014, 
21/07/23, 12:02:10, 44.13, 12.60, 1251183, 1221566, 1024245, 1.024, 
21/07/23, 12:11:47, 44.19, 12.61, 1280782, 1226095, 1044602, 1.045, 
21/07/23, 12:21:25, 44.25, 12.59, 1242127, 1231690, 1008473, 1.008, 
21/07/23, 12:31:02, 44.13, 12.57, 1255167, 1225997, 1023792, 1.024, 
21/07/23, 12:40:39, 44.19, 12.56, 1252764, 1220076, 1026791, 1.027, 
21/07/23, 12:50:17, 44.25, 12.66, 1260995, 1228872, 1026140, 1.026, 
21/07/23, 12:59:54, 44.25, 12.52, 1260960, 1228277, 1026608, 1.027, 
21/07/23, 13:09:31, 44.25, 12.52, 1260892, 1237069, 1019257, 1.019, 
21/07/23, 13:19:08, 44.25, 12.49, 1257814, 1224439, 1027257, 1.027, 
21/07/23, 13:28:46, 44.19, 12.50, 1265437, 1231366, 1027669, 1.028, 
21/07/23, 13:38:23, 44.13, 12.45, 1247844, 1221815, 1021303, 1.021, 
21/07/23, 13:48:01, 44.00, 12.48, 1261975, 1227581, 1028017, 1.028, 
21/07/23, 13:57:38, 43.81, 12.46, 1258829, 1228490, 1024696, 1.025, 
21/07/23, 14:07:15, 43.63, 12.45, 1239341, 1228246, 1009033, 1.009, 
21/07/23, 14:16:52, 43.38, 12.45, 1248003, 1225324, 1018508, 1.019, 
21/07/23, 14:26:29, 43.06, 12.45, 1256462, 1228148, 1023054, 1.023, 
21/07/23, 14:36:06, 42.69, 12.43, 1251909, 1225983, 1021147, 1.021, 
21/07/23, 14:45:43, 42.25, 12.44, 1252452, 1226437, 1021211, 1.021, 
21/07/23, 14:55:21, 41.81, 12.43, 1256112, 1226556, 1024096, 1.024, 
21/07/23, 15:04:58, 41.31, 12.40, 1254642, 1226655, 1022815, 1.023, 
21/07/23, 15:14:35, 40.88, 12.39, 1255016, 1229140, 1021052, 1.021, 
21/07/23, 15:24:13, 40.38, 12.31, 1254423, 1227826, 1021661, 1.022, 
21/07/23, 15:33:50, 39.81, 12.32, 1259699, 1226465, 1027097, 1.027, 
21/07/23, 15:43:28, 39.25, 12.34, 1259660, 1229227, 1024757, 1.025, 
21/07/23, 15:53:05, 38.69, 12.28, 1254513, 1227871, 1021697, 1.022, 
21/07/23, 16:02:41, 38.13, 12.26, 1244278, 1224378, 1016253, 1.016, 
21/07/23, 16:12:19, 37.50, 12.24, 1257732, 1228020, 1024195, 1.024, 
21/07/23, 16:21:56, 36.88, 12.24, 1255294, 1227735, 1022447, 1.022, 
21/07/23, 16:31:33, 36.25, 12.28, 1256541, 1227706, 1023486, 1.023, 
21/07/23, 16:41:10, 35.63, 12.18, 1254604, 1228052, 1021621, 1.022, 
21/07/23, 16:50:47, 35.06, 12.16, 1255365, 1227497, 1022703, 1.023, 
21/07/23, 17:00:24, 34.44, 12.12, 1256507, 1228679, 1022648, 1.023, 
21/07/23, 17:10:02, 33.88, 12.10, 1256197, 1228863, 1022243, 1.022, 
21/07/23, 17:19:39, 33.31, 12.06, 1256491, 1229233, 1022174, 1.022, 
21/07/23, 17:29:16, 32.75, 12.06, 1256785, 1228491, 1023031, 1.023, 
21/07/23, 17:38:53, 32.19, 12.04, 1256274, 1227925, 1023086, 1.023, 
21/07/23, 17:48:30, 31.62, 11.99, 1258406, 1227632, 1025067, 1.025, 
21/07/23, 17:58:07, 31.06, 11.98, 1256669, 1227188, 1024023, 1.024, 
21/07/23, 18:07:44, 30.56, 11.91, 1256477, 1228880, 1022457, 1.022, 
21/07/23, 18:17:21, 30.06, 11.90, 1256376, 1229148, 1022151, 1.022, 
21/07/23, 18:26:57, 29.63, 11.85, 1257497, 1228287, 1023781, 1.024, 
21/07/23, 18:36:34, 29.19, 12.00, 1257466, 1229294, 1022917, 1.023, 
21/07/23, 18:46:12, 28.81, 11.83, 1257266, 1228546, 1023377, 1.023, 
21/07/23, 18:55:49, 28.44, 11.79, 1256316, 1226794, 1024064, 1.024, 
21/07/23, 19:05:26, 28.06, 11.77, 1256863, 1228081, 1023436, 1.023, 
21/07/23, 19:15:03, 27.69, 11.69, 1257055, 1228596, 1023163, 1.023, 
21/07/23, 19:24:40, 27.31, 11.67, 1257766, 1227592, 1024579, 1.025, 
21/07/23, 19:34:17, 26.94, 11.67, 1256339, 1228975, 1022265, 1.022, 
21/07/23, 19:43:55, 26.62, 11.67, 1256443, 1228507, 1022739, 1.023, 
21/07/23, 19:53:32, 26.31, 11.67, 1257114, 1227896, 1023795, 1.024, 
21/07/23, 20:03:09, 26.06, 11.66, 1256812, 1227876, 1023565, 1.024, 
21/07/23, 20:12:46, 25.75, 11.58, 1256956, 1228920, 1022813, 1.023, 
21/07/23, 20:22:23, 25.50, 11.58, 1255680, 1227886, 1022635, 1.023, 
21/07/23, 20:32:00, 25.31, 11.54, 1255454, 1228662, 1021805, 1.022, 
21/07/23, 20:41:37, 25.06, 11.51, 1256384, 1228464, 1022727, 1.023, 
21/07/23, 20:51:15, 24.81, 11.56, 1257010, 1228032, 1023597, 1.024, 
21/07/23, 21:00:52, 24.63, 11.48, 1255816, 1228321, 1022384, 1.022, 
21/07/23, 21:10:29, 24.37, 11.44, 1255997, 1227672, 1023072, 1.023, 
21/07/23, 21:20:07, 24.12, 11.44, 1257020, 1227856, 1023751, 1.024, 
21/07/23, 21:29:44, 23.94, 11.39, 1256070, 1227525, 1023254, 1.023, 
21/07/23, 21:39:21, 23.69, 11.39, 1256564, 1227265, 1023873, 1.024, 
21/07/23, 21:48:58, 23.44, 11.33, 1256718, 1228380, 1023069, 1.023, 
21/07/23, 21:58:35, 23.25, 11.30, 1256177, 1228453, 1022568, 1.023, 
21/07/23, 22:08:12, 23.06, 11.27, 1256650, 1228004, 1023327, 1.023, 
21/07/23, 22:17:49, 22.87, 11.26, 1255817, 1227736, 1022872, 1.023, 
21/07/23, 22:27:26, 22.69, 11.24, 1256662, 1228296, 1023093, 1.023, 
21/07/23, 22:37:04, 22.56, 11.19, 1255637, 1227820, 1022655, 1.023, 
21/07/23, 22:46:41, 22.37, 11.16, 1255952, 1227586, 1023107, 1.023, 
21/07/23, 22:56:18, 22.19, 11.15, 1255562, 1228840, 1021745, 1.022, 
21/07/23, 23:05:55, 22.06, 11.10, 1255324, 1227465, 1022696, 1.023, 
21/07/23, 23:15:32, 21.94, 11.02, 1257234, 1228629, 1023282, 1.023, 
21/07/23, 23:25:09, 21.81, 11.05, 1255466, 1228441, 1021999, 1.022, 
21/07/23, 23:34:46, 21.81, 11.00, 1255071, 1227833, 1022183, 1.022, 
21/07/23, 23:44:24, 21.94, 10.96, 1256602, 1228301, 1023040, 1.023, 
21/07/23, 23:54:01, 22.00, 10.93, 1255889, 1225409, 1024873, 1.025, 
22/07/23, 00:03:38, 22.00, 10.90, 1254985, 1227342, 1022522, 1.023, 
22/07/23, 00:13:16, 22.13, 10.89, 1254465, 1228143, 1021432, 1.021, 
22/07/23, 00:22:53, 22.31, 10.86, 1260305, 1228543, 1025853, 1.026, 
22/07/23, 00:32:30, 22.50, 10.80, 1244502, 1226041, 1015057, 1.015, 
22/07/23, 00:42:07, 22.75, 10.82, 1255832, 1226327, 1024059, 1.024, 
22/07/23, 00:51:45, 23.25, 10.78, 1254619, 1233934, 1016763, 1.017, 
22/07/23, 01:01:22, 23.87, 10.73, 1254059, 1217057, 1030402, 1.030, 
22/07/23, 01:10:59, 24.37, 10.69, 1259261, 1231303, 1022706, 1.023, 
22/07/23, 01:20:36, 24.63, 10.69, 1259096, 1228478, 1024923, 1.025, 
22/07/23, 01:30:14, 25.56, 10.67, 1245954, 1228311, 1014363, 1.014, 
22/07/23, 01:39:51, 26.19, 10.66, 1262646, 1225538, 1030278, 1.030, 
22/07/23, 01:49:28, 26.69, 10.67, 1262702, 1232121, 1024819, 1.025, 
22/07/23, 01:59:06, 27.44, 10.62, 1262670, 1236563, 1021112, 1.021, 
22/07/23, 02:08:44, 28.38, 10.62, 1255823, 1229191, 1021666, 1.022, 
22/07/23, 02:18:22, 29.19, 10.56, 1262085, 1231999, 1024420, 1.024, 
22/07/23, 02:27:59, 29.75, 10.56, 1259606, 1235024, 1019904, 1.020, 
22/07/23, 02:37:37, 30.81, 10.56, 1284569, 1218988, 1053799, 1.054, 
22/07/23, 02:47:14, 32.19, 10.58, 1249933, 1226927, 1018750, 1.019, 
22/07/23, 02:56:52, 33.69, 10.54, 1245453, 1225230, 1016505, 1.017, 
22/07/23, 03:06:29, 35.13, 10.50, 1279850, 1236469, 1035084, 1.035, 
22/07/23, 03:16:07, 36.44, 10.51, 1241826, 1236511, 1004298, 1.004, 
22/07/23, 03:25:44, 37.69, 10.56, 1269633, 1241500, 1022660, 1.023, 
22/07/23, 03:35:22, 38.75, 10.52, 1282439, 1239201, 1034891, 1.035, 
22/07/23, 03:44:59, 39.81, 10.56, 1259324, 1234911, 1019769, 1.020, 
22/07/23, 03:54:37, 41.00, 10.52, 1261616, 1233977, 1022398, 1.022, 
22/07/23, 04:04:14, 41.81, 10.54, 1264993, 1234556, 1024654, 1.025, 
22/07/23, 04:13:52, 42.62, 10.52, 1261634, 1230563, 1025249, 1.025, 
22/07/23, 04:23:29, 43.56, 10.50, 1262733, 1228910, 1027522, 1.028, 
22/07/23, 04:33:07, 44.63, 10.52, 1248258, 1224284, 1019582, 1.020, 
22/07/23, 04:42:44, 45.63, 10.54, 1251861, 1227079, 1020195, 1.020, 
22/07/23, 04:52:22, 46.44, 10.51, 1254574, 1228256, 1021427, 1.021, 
22/07/23, 05:01:59, 47.13, 10.50, 1281220, 1242475, 1031183, 1.031, 
22/07/23, 05:11:36, 47.62, 10.50, 1257076, 1228319, 1023411, 1.023, 
22/07/23, 05:21:13, 48.13, 10.50, 1256825, 1228849, 1022766, 1.023, 
22/07/23, 05:30:51, 48.50, 10.36, 1259614, 1233666, 1021033, 1.021, 
22/07/23, 05:40:28, 48.81, 10.46, 1255586, 1230370, 1020494, 1.020, 
